25769803783,68719476754,REACHING_DEF,
25769803783,30064771090,REACHING_DEF,
25769803783,30064771090,REACHING_DEF,
25769803784,68719476758,REACHING_DEF,
25769803784,30064771094,REACHING_DEF,
25769803784,30064771094,REACHING_DEF,
30064771072,128849018880,REACHING_DEF,$p1 = filter_input($p1)
30064771073,68719476736,REACHING_DEF,filter_input($p1)
30064771073,30064771072,REACHING_DEF,filter_input($p1)
30064771073,128849018880,REACHING_DEF,filter_input($p1)
30064771074,128849018881,REACHING_DEF,"$p1 = $p1 . $_GET[""input""]"
30064771075,68719476738,REACHING_DEF,"$p1 . $_GET[""input""]"
30064771075,30064771074,REACHING_DEF,"$p1 . $_GET[""input""]"
30064771075,128849018881,REACHING_DEF,"$p1 . $_GET[""input""]"
30064771076,68719476739,REACHING_DEF,"$_GET[""input""]"
30064771076,30064771075,REACHING_DEF,"$_GET[""input""]"
30064771076,128849018881,REACHING_DEF,"$_GET[""input""]"
30064771077,128849018882,REACHING_DEF,"$x = $_GET[""input""]"
30064771078,68719476741,REACHING_DEF,"$_GET[""input""]"
30064771078,30064771077,REACHING_DEF,"$_GET[""input""]"
30064771078,128849018882,REACHING_DEF,"$_GET[""input""]"
30064771079,128849018882,REACHING_DEF,"$y = ""Input: """
30064771080,128849018882,REACHING_DEF,customSanRef($x)
30064771081,128849018882,REACHING_DEF,customUnsanRef($y)
30064771082,128849018882,REACHING_DEF,echo $x . $y
30064771083,30064771082,REACHING_DEF,$x . $y
30064771083,128849018882,REACHING_DEF,$x . $y
30064771084,128849018883,REACHING_DEF,"$this->name = ""DefaultName"""
30064771085,120259084290,REACHING_DEF,$this->name
30064771085,30064771084,REACHING_DEF,$this->name
30064771085,128849018883,REACHING_DEF,$this->name
30064771086,128849018884,REACHING_DEF,$this->name = $name
30064771087,120259084291,REACHING_DEF,$this->name
30064771087,30064771086,REACHING_DEF,$this->name
30064771087,128849018884,REACHING_DEF,$this->name
30064771088,128849018885,REACHING_DEF,"$x = $_GET[""name""]"
30064771089,68719476751,REACHING_DEF,"$_GET[""name""]"
30064771089,30064771088,REACHING_DEF,"$_GET[""name""]"
30064771089,128849018885,REACHING_DEF,"$_GET[""name""]"
30064771090,128849018886,REACHING_DEF,$user1 = 
30064771091,128849018886,REACHING_DEF,$tmp0 = User.<alloc>()
30064771092,68719476755,REACHING_DEF,User.<alloc>()
30064771092,30064771091,REACHING_DEF,User.<alloc>()
30064771094,128849018886,REACHING_DEF,$user2 = 
30064771095,128849018886,REACHING_DEF,$tmp1 = User.<alloc>()
30064771096,68719476759,REACHING_DEF,User.<alloc>()
30064771096,30064771095,REACHING_DEF,User.<alloc>()
30064771096,128849018886,REACHING_DEF,User.<alloc>()
30064771097,128849018886,REACHING_DEF,User->__construct()
30064771098,128849018886,REACHING_DEF,"$user1->set_name(""Trevor"")"
30064771099,128849018886,REACHING_DEF,"$user2->set_name(""Bernard"")"
30064771100,128849018886,REACHING_DEF,$unsan = $user1->get_name()
30064771101,68719476764,REACHING_DEF,$user1->get_name()
30064771101,30064771100,REACHING_DEF,$user1->get_name()
30064771101,128849018886,REACHING_DEF,$user1->get_name()
30064771102,128849018887,REACHING_DEF,"$input = $_GET[""username""]"
30064771103,68719476766,REACHING_DEF,"$_GET[""username""]"
30064771103,30064771102,REACHING_DEF,"$_GET[""username""]"
30064771103,128849018887,REACHING_DEF,"$_GET[""username""]"
30064771104,128849018887,REACHING_DEF,"define(""SAN"",""HELLO"")"
30064771105,128849018887,REACHING_DEF,"define(""UNSAN"",""USERNAME: "" . $input)"
30064771106,30064771105,REACHING_DEF,"""USERNAME: "" . $input"
30064771106,128849018887,REACHING_DEF,"""USERNAME: "" . $input"
30064771107,128849018887,REACHING_DEF,printf(SAN)
30064771108,68719476770,REACHING_DEF,SAN
30064771108,30064771107,REACHING_DEF,SAN
30064771108,128849018887,REACHING_DEF,SAN
30064771109,128849018887,REACHING_DEF,printf(UNSAN)
30064771110,30064771109,REACHING_DEF,UNSAN
30064771110,128849018887,REACHING_DEF,UNSAN
30064771111,128849018888,REACHING_DEF,"include ""neverused.php"""
30064771112,128849018888,REACHING_DEF,$x = getX()
30064771113,68719476771,REACHING_DEF,getX()
30064771113,30064771112,REACHING_DEF,getX()
30064771113,128849018888,REACHING_DEF,getX()
30064771114,128849018888,REACHING_DEF,$y = getY()
30064771115,68719476772,REACHING_DEF,getY()
30064771115,30064771114,REACHING_DEF,getY()
30064771115,128849018888,REACHING_DEF,getY()
30064771116,128849018888,REACHING_DEF,echo $x . $y
30064771117,30064771116,REACHING_DEF,$x . $y
30064771117,128849018888,REACHING_DEF,$x . $y
30064771118,128849018888,REACHING_DEF,print($y)
30064771119,128849018889,REACHING_DEF,"$x = ""admin"""
30064771120,128849018889,REACHING_DEF,"$y = $_GET[""username""]"
30064771121,68719476777,REACHING_DEF,"$_GET[""username""]"
30064771121,30064771120,REACHING_DEF,"$_GET[""username""]"
30064771121,128849018889,REACHING_DEF,"$_GET[""username""]"
30064771122,128849018889,REACHING_DEF,"fopen($x . "".php"")"
30064771123,30064771122,REACHING_DEF,"$x . "".php"""
30064771123,128849018889,REACHING_DEF,"$x . "".php"""
30064771124,128849018889,REACHING_DEF,"fopen($y . ""php"")"
