1215,METHOD_PARAMETER_OUT,$id_risposta,,BY_VALUE,1,false,41,id_risposta,1,ANY
1216,METHOD_PARAMETER_OUT,$dbname,,BY_VALUE,1,false,27,dbname,1,ANY
1217,METHOD_PARAMETER_OUT,$rif,,BY_VALUE,1,false,50,rif,1,ANY
1218,METHOD_PARAMETER_OUT,$rd,,BY_VALUE,3,false,50,rd,3,ANY
1219,METHOD_PARAMETER_OUT,$idpost,,BY_VALUE,2,false,50,idpost,2,ANY
1220,METHOD_PARAMETER_OUT,$rif,,BY_VALUE,1,false,73,rif,1,ANY
1221,METHOD_PARAMETER_OUT,$rd,,BY_VALUE,3,false,73,rd,3,ANY
1222,METHOD_PARAMETER_OUT,$idpost,,BY_VALUE,2,false,73,idpost,2,ANY
1223,METHOD_PARAMETER_OUT,p1,,BY_VALUE,1,false,,p1,1,ANY
1224,METHOD_PARAMETER_OUT,p2,,BY_VALUE,2,false,,p2,2,ANY
1225,METHOD_PARAMETER_OUT,p1,,BY_VALUE,1,false,,p1,1,ANY
1226,METHOD_PARAMETER_OUT,p2,,BY_VALUE,2,false,,p2,2,ANY
1227,METHOD_PARAMETER_OUT,p1,,BY_VALUE,1,false,,p1,1,ANY
1228,METHOD_PARAMETER_OUT,p2,,BY_VALUE,2,false,,p2,2,ANY
1229,METHOD_PARAMETER_OUT,p3,,BY_VALUE,3,false,,p3,3,ANY
1230,METHOD_PARAMETER_OUT,p1,,BY_VALUE,1,false,,p1,1,ANY
1231,METHOD_PARAMETER_OUT,p1,,BY_VALUE,1,false,,p1,1,ANY
1232,METHOD_PARAMETER_OUT,p2,,BY_VALUE,2,false,,p2,2,ANY
1233,METHOD_PARAMETER_OUT,p1,,BY_VALUE,1,false,,p1,1,ANY
1234,METHOD_PARAMETER_OUT,p1,,BY_VALUE,1,false,,p1,1,ANY
1235,METHOD_PARAMETER_OUT,p1,,BY_VALUE,1,false,,p1,1,ANY
1236,METHOD_PARAMETER_OUT,p1,,BY_VALUE,1,false,,p1,1,ANY
1237,METHOD_PARAMETER_OUT,p1,,BY_VALUE,1,false,,p1,1,ANY
1238,METHOD_PARAMETER_OUT,p1,,BY_VALUE,1,false,,p1,1,ANY
1239,METHOD_PARAMETER_OUT,p2,,BY_VALUE,2,false,,p2,2,ANY
1240,METHOD_PARAMETER_OUT,p1,,BY_VALUE,1,false,,p1,1,ANY
1241,METHOD_PARAMETER_OUT,p2,,BY_VALUE,2,false,,p2,2,ANY
1242,METHOD_PARAMETER_OUT,p1,,BY_VALUE,1,false,,p1,1,ANY
1243,METHOD_PARAMETER_OUT,p2,,BY_VALUE,2,false,,p2,2,ANY
1244,METHOD_PARAMETER_OUT,p1,,BY_VALUE,1,false,,p1,1,ANY
1245,METHOD_PARAMETER_OUT,p1,,BY_VALUE,1,false,,p1,1,ANY
1246,METHOD_PARAMETER_OUT,p2,,BY_VALUE,2,false,,p2,2,ANY
1247,METHOD_PARAMETER_OUT,p3,,BY_VALUE,3,false,,p3,3,ANY
1248,METHOD_PARAMETER_OUT,p4,,BY_VALUE,4,false,,p4,4,ANY
1249,METHOD_PARAMETER_OUT,p5,,BY_VALUE,5,false,,p5,5,ANY
1250,METHOD_PARAMETER_OUT,p6,,BY_VALUE,6,false,,p6,6,ANY
1251,METHOD_PARAMETER_OUT,p7,,BY_VALUE,7,false,,p7,7,ANY
1252,METHOD_PARAMETER_OUT,p8,,BY_VALUE,8,false,,p8,8,ANY
1253,METHOD_PARAMETER_OUT,p9,,BY_VALUE,9,false,,p9,9,ANY
1254,METHOD_PARAMETER_OUT,p1,,BY_VALUE,1,false,,p1,1,ANY
1255,METHOD_PARAMETER_OUT,p2,,BY_VALUE,2,false,,p2,2,ANY
1256,METHOD_PARAMETER_OUT,p1,,BY_VALUE,1,false,,p1,1,ANY
1257,METHOD_PARAMETER_OUT,p2,,BY_VALUE,2,false,,p2,2,ANY
1258,METHOD_PARAMETER_OUT,p1,,BY_VALUE,1,false,,p1,1,ANY
1259,METHOD_PARAMETER_OUT,p2,,BY_VALUE,2,false,,p2,2,ANY
1260,METHOD_PARAMETER_OUT,p1,,BY_VALUE,1,false,,p1,1,ANY
1261,METHOD_PARAMETER_OUT,p2,,BY_VALUE,2,false,,p2,2,ANY
1262,METHOD_PARAMETER_OUT,p1,,BY_VALUE,1,false,,p1,1,ANY
1263,METHOD_PARAMETER_OUT,p1,,BY_VALUE,1,false,,p1,1,ANY
1264,METHOD_PARAMETER_OUT,p1,,BY_VALUE,1,false,,p1,1,ANY
1265,METHOD_PARAMETER_OUT,p2,,BY_VALUE,2,false,,p2,2,ANY
1266,METHOD_PARAMETER_OUT,p1,,BY_VALUE,1,false,,p1,1,ANY
1267,METHOD_PARAMETER_OUT,p1,,BY_VALUE,1,false,,p1,1,ANY
1268,METHOD_PARAMETER_OUT,p2,,BY_VALUE,2,false,,p2,2,ANY
1269,METHOD_PARAMETER_OUT,p1,,BY_VALUE,1,false,,p1,1,ANY
1270,METHOD_PARAMETER_OUT,p1,,BY_VALUE,1,false,,p1,1,ANY
1271,METHOD_PARAMETER_OUT,p2,,BY_VALUE,2,false,,p2,2,ANY
1272,METHOD_PARAMETER_OUT,p1,,BY_VALUE,1,false,,p1,1,ANY
1273,METHOD_PARAMETER_OUT,p1,,BY_VALUE,1,false,,p1,1,ANY
1274,METHOD_PARAMETER_OUT,p2,,BY_VALUE,2,false,,p2,2,ANY
