3,IDENTIFIER,1,,$host,,,4,host,1,ANY
5,IDENTIFIER,1,,$user,,,5,user,1,ANY
7,IDENTIFIER,1,,$password,,,6,password,1,ANY
9,IDENTIFIER,1,,$dbname,,,7,dbname,1,ANY
11,IDENTIFIER,1,,$link,,,9,link,1,ANY
13,IDENTIFIER,1,,$host,,,9,host,1,ANY
14,IDENTIFIER,2,,$user,,,9,user,2,ANY
15,IDENTIFIER,3,,$password,,,9,password,3,ANY
16,IDENTIFIER,1,,$dbname,,,10,dbname,1,ANY
54,IDENTIFIER,1,,$query_selecta_topic,,,5,query_selecta_topic,1,ANY
56,IDENTIFIER,1,,$r,,,6,r,1,ANY
58,IDENTIFIER,1,,$query_selecta_topic,,,6,query_selecta_topic,1,ANY
59,IDENTIFIER,1,,$roba,,,8,roba,1,ANY
61,IDENTIFIER,1,,$r,,,8,r,1,ANY
62,IDENTIFIER,1,,$data,,,10,data,1,ANY
64,IDENTIFIER,1,,$roba,,,10,roba,1,ANY
65,IDENTIFIER,1,,$_GET,,,11,_GET,1,ANY
67,IDENTIFIER,1,,$roba,,,14,roba,1,ANY
68,IDENTIFIER,1,,$roba,,,15,roba,1,ANY
69,IDENTIFIER,1,,$roba,,,15,roba,1,ANY
70,IDENTIFIER,1,,$roba,,,16,roba,1,ANY
71,IDENTIFIER,8,,$data,,,16,data,8,ANY
72,IDENTIFIER,1,,$_GET,,,19,_GET,1,ANY
73,IDENTIFIER,1,,$roba,,,21,roba,1,ANY
74,IDENTIFIER,1,,$_GET,,,21,_GET,1,ANY
75,IDENTIFIER,1,,$roba,,,24,roba,1,ANY
76,IDENTIFIER,1,,$roba,,,24,roba,1,ANY
77,IDENTIFIER,1,,$roba,,,25,roba,1,ANY
78,IDENTIFIER,8,,$data,,,25,data,8,ANY
79,IDENTIFIER,1,,$roba,,,27,roba,1,ANY
80,IDENTIFIER,1,,$roba,,,29,roba,1,ANY
81,IDENTIFIER,1,,$_GET,,,29,_GET,1,ANY
82,IDENTIFIER,1,,$roba,,,32,roba,1,ANY
83,IDENTIFIER,1,,$roba,,,33,roba,1,ANY
84,IDENTIFIER,1,,$roba,,,33,roba,1,ANY
85,IDENTIFIER,1,,$roba,,,34,roba,1,ANY
86,IDENTIFIER,8,,$data,,,34,data,8,ANY
87,IDENTIFIER,1,,$query_risposte,,,43,query_risposte,1,ANY
89,IDENTIFIER,2,,$id_risposta,,,43,id_risposta,2,ANY
91,IDENTIFIER,1,,$result,,,44,result,1,ANY
93,IDENTIFIER,1,,$query_risposte,,,44,query_risposte,1,ANY
94,IDENTIFIER,1,,$risp,,,45,risp,1,ANY
96,IDENTIFIER,1,,$result,,,45,result,1,ANY
97,IDENTIFIER,1,,$data,,,47,data,1,ANY
98,IDENTIFIER,1,,$risp,,,47,risp,1,ANY
99,IDENTIFIER,1,,$risp,,,48,risp,1,ANY
100,IDENTIFIER,1,,$risp,,,48,risp,1,ANY
101,IDENTIFIER,1,,$risp,,,49,risp,1,ANY
102,IDENTIFIER,1,,$risp,,,50,risp,1,ANY
103,IDENTIFIER,10,,$data,,,50,data,10,ANY
104,IDENTIFIER,1,,$rere,,,51,rere,1,ANY
106,IDENTIFIER,1,,$query_risposte,,,51,query_risposte,1,ANY
107,IDENTIFIER,1,,$query_re_re,,,54,query_re_re,1,ANY
109,IDENTIFIER,1,,$risp,,,54,risp,1,ANY
110,IDENTIFIER,1,,$risp,,,55,risp,1,ANY
139,IDENTIFIER,1,,<global>,,,10,<global>,1,ANY
145,IDENTIFIER,1,,<global>,,,11,<global>,1,ANY
175,IDENTIFIER,1,,<global>,,,19,<global>,1,ANY
183,IDENTIFIER,1,,<global>,,,21,<global>,1,ANY
187,IDENTIFIER,1,,<global>,,,21,<global>,1,ANY
209,IDENTIFIER,1,,<global>,,,27,<global>,1,ANY
216,IDENTIFIER,1,,<global>,,,29,<global>,1,ANY
220,IDENTIFIER,1,,<global>,,,29,<global>,1,ANY
264,IDENTIFIER,1,,<global>,,,47,<global>,1,ANY
298,IDENTIFIER,1,,<global>,,,55,<global>,1,ANY
338,IDENTIFIER,1,,$cosa,,,3,cosa,1,ANY
340,IDENTIFIER,1,,$HTTP_POST_VARS,,,3,HTTP_POST_VARS,1,ANY
342,IDENTIFIER,-1,,$cosa,,,4,cosa,1,ANY
343,IDENTIFIER,1,,$dbname,,,6,dbname,1,ANY
345,IDENTIFIER,1,,$cosa,,,12,cosa,1,ANY
346,IDENTIFIER,1,,$db,,,29,db,1,ANY
348,IDENTIFIER,1,,$dbname,,,29,dbname,1,ANY
350,IDENTIFIER,1,,$query_table_forum,,,31,query_table_forum,1,ANY
352,IDENTIFIER,1,,$result,,,41,result,1,ANY
354,IDENTIFIER,1,,$query_table_forum,,,41,query_table_forum,1,ANY
364,IDENTIFIER,1,,<global>,,,3,<global>,1,ANY
424,IDENTIFIER,1,,$id,,,5,id,1,ANY
426,IDENTIFIER,1,,$_GET,,,5,_GET,1,ANY
428,IDENTIFIER,1,,$rd,,,6,rd,1,ANY
430,IDENTIFIER,1,,$_GET,,,6,_GET,1,ANY
431,IDENTIFIER,-1,,$rd,,,7,rd,1,ANY
432,IDENTIFIER,1,,$query_caga_messaggio,,,9,query_caga_messaggio,1,ANY
434,IDENTIFIER,2,,$rd,,,9,rd,2,ANY
435,IDENTIFIER,1,,$rd,,,11,rd,1,ANY
436,IDENTIFIER,1,,$query_caga_messaggio,,,13,query_caga_messaggio,1,ANY
437,IDENTIFIER,2,,$id,,,13,id,2,ANY
438,IDENTIFIER,1,,$w,,,16,w,1,ANY
440,IDENTIFIER,1,,$query_caga_messaggio,,,16,query_caga_messaggio,1,ANY
441,IDENTIFIER,1,,$leggi,,,17,leggi,1,ANY
443,IDENTIFIER,1,,$w,,,17,w,1,ANY
444,IDENTIFIER,1,,$data,,,19,data,1,ANY
446,IDENTIFIER,1,,$leggi,,,19,leggi,1,ANY
447,IDENTIFIER,1,,$leggi,,,20,leggi,1,ANY
448,IDENTIFIER,1,,$leggi,,,20,leggi,1,ANY
449,IDENTIFIER,6,,$data,,,20,data,6,ANY
450,IDENTIFIER,1,,$leggi,,,21,leggi,1,ANY
451,IDENTIFIER,1,,$leggi,,,22,leggi,1,ANY
452,IDENTIFIER,1,,$idrisp,,,24,idrisp,1,ANY
454,IDENTIFIER,1,,$leggi,,,24,leggi,1,ANY
455,IDENTIFIER,1,,$idrisp,,,28,idrisp,1,ANY
456,IDENTIFIER,1,,$leggi,,,28,leggi,1,ANY
457,IDENTIFIER,1,,$leggi,,,34,leggi,1,ANY
458,IDENTIFIER,1,,$leggi,,,36,leggi,1,ANY
459,IDENTIFIER,1,,$query_caga_thread,,,43,query_caga_thread,1,ANY
461,IDENTIFIER,2,,$id,,,43,id,2,ANY
462,IDENTIFIER,1,,$r,,,44,r,1,ANY
464,IDENTIFIER,1,,$query_caga_thread,,,44,query_caga_thread,1,ANY
465,IDENTIFIER,1,,$risp,,,45,risp,1,ANY
467,IDENTIFIER,1,,$r,,,45,r,1,ANY
468,IDENTIFIER,1,,$risp,,,47,risp,1,ANY
469,IDENTIFIER,2,,$id,,,47,id,2,ANY
470,IDENTIFIER,3,,$rd,,,47,rd,3,ANY
471,IDENTIFIER,1,,$query_sbobba,,,52,query_sbobba,1,ANY
473,IDENTIFIER,2,,$rif,,,52,rif,2,ANY
475,IDENTIFIER,1,,$f,,,53,f,1,ANY
477,IDENTIFIER,1,,$query_sbobba,,,53,query_sbobba,1,ANY
478,IDENTIFIER,1,,$sbobba,,,54,sbobba,1,ANY
480,IDENTIFIER,1,,$f,,,54,f,1,ANY
481,IDENTIFIER,1,,$data,,,56,data,1,ANY
482,IDENTIFIER,1,,$sbobba,,,56,sbobba,1,ANY
483,IDENTIFIER,1,,$rd,,,58,rd,1,ANY
485,IDENTIFIER,1,,$sbobba,,,60,sbobba,1,ANY
486,IDENTIFIER,1,,$sbobba,,,61,sbobba,1,ANY
487,IDENTIFIER,4,,$data,,,61,data,4,ANY
488,IDENTIFIER,-1,,$rd,,,63,rd,1,ANY
489,IDENTIFIER,1,,$sbobba,,,65,sbobba,1,ANY
490,IDENTIFIER,1,,$sbobba,,,65,sbobba,1,ANY
491,IDENTIFIER,1,,$risp,,,66,risp,1,ANY
492,IDENTIFIER,4,,$data,,,66,data,4,ANY
493,IDENTIFIER,1,,$sbobba,,,68,sbobba,1,ANY
494,IDENTIFIER,2,,$idpost,,,68,idpost,2,ANY
496,IDENTIFIER,3,,$rd,,,68,rd,3,ANY
497,IDENTIFIER,1,,$query_risposte,,,75,query_risposte,1,ANY
499,IDENTIFIER,2,,$rif,,,75,rif,2,ANY
501,IDENTIFIER,1,,$re,,,76,re,1,ANY
503,IDENTIFIER,1,,$query_risposte,,,76,query_risposte,1,ANY
504,IDENTIFIER,1,,$risp,,,77,risp,1,ANY
